# laptime, ego_x_pos, ego_y_pos, actual speed, expected speed, tracking error
0.000000  ,-0.293255 ,0.060060  ,7.996457  ,8.000000  ,0.000000  
0.000000  ,-0.293255 ,0.060060  ,7.996457  ,8.000000  ,0.000000  
0.020000  ,-0.141568 ,0.110748  ,7.996802  ,8.000000  ,0.000000  
0.020000  ,-0.141568 ,0.110748  ,7.996802  ,8.000000  ,0.000000  
0.040000  ,0.010408  ,0.160615  ,7.997984  ,8.000000  ,0.003096  
0.040000  ,0.010408  ,0.160615  ,7.997984  ,8.000000  ,0.003096  
0.060000  ,0.162883  ,0.208660  ,7.989204  ,8.000000  ,0.032862  
0.060000  ,0.162883  ,0.208660  ,7.989204  ,8.000000  ,0.032862  
0.080000  ,0.316105  ,0.254037  ,7.991073  ,8.000000  ,0.063535  
0.080000  ,0.316105  ,0.254037  ,7.991073  ,8.000000  ,0.063535  
0.100000  ,0.470335  ,0.296004  ,7.993079  ,8.000000  ,0.093963  
0.100000  ,0.470335  ,0.296004  ,7.993079  ,8.000000  ,0.093963  
0.120000  ,0.625644  ,0.333905  ,7.994046  ,8.000000  ,0.119364  
0.120000  ,0.625644  ,0.333905  ,7.994046  ,8.000000  ,0.119364  
0.140000  ,0.781970  ,0.367341  ,7.992773  ,8.000000  ,0.138257  
0.140000  ,0.781970  ,0.367341  ,7.992773  ,8.000000  ,0.138257  
0.160000  ,0.939300  ,0.395827  ,7.996661  ,8.000000  ,0.151117  
0.160000  ,0.939300  ,0.395827  ,7.996661  ,8.000000  ,0.151117  
0.180000  ,1.097512  ,0.419283  ,7.998175  ,8.000000  ,0.158643  
0.180000  ,1.097512  ,0.419283  ,7.998175  ,8.000000  ,0.158643  
0.200000  ,1.256401  ,0.437983  ,8.000909  ,8.000000  ,0.159435  
0.200000  ,1.256401  ,0.437983  ,8.000909  ,8.000000  ,0.159435  
0.220000  ,1.415738  ,0.452064  ,7.995675  ,8.000000  ,0.155277  
0.220000  ,1.415738  ,0.452064  ,7.995675  ,8.000000  ,0.155277  
0.240000  ,1.575366  ,0.462119  ,7.999012  ,8.000000  ,0.146409  
0.240000  ,1.575366  ,0.462119  ,7.999012  ,8.000000  ,0.146409  
0.260000  ,1.735206  ,0.468736  ,7.998966  ,8.000000  ,0.133572  
0.260000  ,1.735206  ,0.468736  ,7.998966  ,8.000000  ,0.133572  
0.280000  ,1.895134  ,0.472908  ,7.999342  ,8.000000  ,0.117765  
0.280000  ,1.895134  ,0.472908  ,7.999342  ,8.000000  ,0.117765  
0.300000  ,2.055116  ,0.475536  ,8.001098  ,8.000000  ,0.099827  
