# lap_count, lap_success, laptime, completion, delay time, NA, aveTrackErr, Computation_time
1.000000  ,1.000000  ,32.640000 ,100.000000,0.000000  ,0.000000  ,0.012619  ,1.198502  
2.000000  ,1.000000  ,32.200000 ,100.000000,0.000000  ,0.000000  ,0.012043  ,1.190924  
3.000000  ,1.000000  ,32.220000 ,100.000000,0.000000  ,0.000000  ,0.011710  ,1.194067  
4.000000  ,1.000000  ,32.240000 ,100.000000,0.000000  ,0.000000  ,0.012085  ,1.221124  
5.000000  ,1.000000  ,32.200000 ,100.000000,0.000000  ,0.000000  ,0.011970  ,1.188879  
6.000000  ,1.000000  ,32.220000 ,100.000000,0.000000  ,0.000000  ,0.012017  ,1.191208  
7.000000  ,1.000000  ,32.240000 ,100.000000,0.000000  ,0.000000  ,0.011929  ,1.195879  
8.000000  ,1.000000  ,32.200000 ,100.000000,0.000000  ,0.000000  ,0.011798  ,1.278346  
9.000000  ,1.000000  ,32.240000 ,100.000000,0.000000  ,0.000000  ,0.012143  ,1.205446  
10.000000 ,1.000000  ,32.220000 ,100.000000,0.000000  ,0.000000  ,0.011936  ,1.318153  
11.000000 ,1.000000  ,32.200000 ,100.000000,10.000000 ,0.000000  ,0.012051  ,1.220761  
12.000000 ,1.000000  ,32.240000 ,100.000000,10.000000 ,0.000000  ,0.012376  ,1.307192  
13.000000 ,1.000000  ,32.220000 ,100.000000,10.000000 ,0.000000  ,0.011864  ,1.277238  
14.000000 ,1.000000  ,32.220000 ,100.000000,10.000000 ,0.000000  ,0.011922  ,1.323892  
15.000000 ,1.000000  ,32.220000 ,100.000000,10.000000 ,0.000000  ,0.011896  ,1.255485  
16.000000 ,1.000000  ,32.240000 ,100.000000,10.000000 ,0.000000  ,0.011857  ,1.325853  
17.000000 ,1.000000  ,32.220000 ,100.000000,10.000000 ,0.000000  ,0.011868  ,1.263192  
18.000000 ,1.000000  ,32.240000 ,100.000000,10.000000 ,0.000000  ,0.012034  ,1.275735  
19.000000 ,1.000000  ,32.220000 ,100.000000,10.000000 ,0.000000  ,0.011728  ,1.321879  
20.000000 ,1.000000  ,32.220000 ,100.000000,10.000000 ,0.000000  ,0.012117  ,1.376114  
21.000000 ,0.000000  ,4.160000  ,12.250000 ,20.000000 ,0.000000  ,0.007001  ,0.222301  
22.000000 ,0.000000  ,3.240000  ,9.510000  ,20.000000 ,0.000000  ,0.004547  ,0.140475  
23.000000 ,0.000000  ,8.200000  ,27.020000 ,20.000000 ,0.000000  ,0.005720  ,0.351822  
24.000000 ,0.000000  ,3.600000  ,10.730000 ,20.000000 ,0.000000  ,0.002567  ,0.159880  
25.000000 ,0.000000  ,3.340000  ,9.620000  ,20.000000 ,0.000000  ,0.005902  ,0.155281  
26.000000 ,0.000000  ,8.140000  ,26.920000 ,20.000000 ,0.000000  ,0.005462  ,0.363175  
27.000000 ,0.000000  ,8.100000  ,26.820000 ,20.000000 ,0.000000  ,0.005466  ,0.353379  
28.000000 ,0.000000  ,4.200000  ,10.220000 ,20.000000 ,0.000000  ,0.007275  ,0.194372  
29.000000 ,0.000000  ,8.340000  ,27.430000 ,20.000000 ,0.000000  ,0.007825  ,0.444221  
30.000000 ,0.000000  ,4.460000  ,12.960000 ,20.000000 ,0.000000  ,0.006193  ,0.208111  
31.000000 ,0.000000  ,3.180000  ,9.010000  ,30.000000 ,0.000000  ,0.006454  ,0.144273  
32.000000 ,0.000000  ,3.680000  ,10.220000 ,30.000000 ,0.000000  ,0.005351  ,0.154732  
33.000000 ,0.000000  ,4.260000  ,11.840000 ,30.000000 ,0.000000  ,0.007808  ,0.194414  
34.000000 ,0.000000  ,3.820000  ,10.630000 ,30.000000 ,0.000000  ,0.005757  ,0.162176  
